Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,km_year1,shabby,euro_r
Audi,Rare,2014,Crossover,94500.0,2000.0,Diesel,Manual,16300.0,8,q2,11812.0,7560.0,4832.470588235294
Citroen,Rare,1982,Hatchback,120000.0,2400.0,Petrol,Manual,1100.0,40,q1,3000.0,48000.0,2070.5882352941176
Citroen,Rare,1990,Universal,17000.0,1400.0,Petrol,Manual,500.0,32,q1,531.0,5440.0,106.66666666666667
Renault,Kangoo,2011,Minivan,59000.0,1461.0,Diesel,Manual,3999.0,11,q1,5364.0,6490.0,1017.7847058823529
Hyundai,Accent,1996,Hatchback,111111.0,1500.0,Metan/Propan,Manual,700.0,26,q1,4274.0,28888.86,793.0275294117647
Lexus,RX Series,2013,Crossover,165000.0,3500.0,Hybrid,Automatic,28000.0,9,q3,18333.0,14850.0,16305.882352941177
Renault,Grand Scenic,2013,Universal,176000.0,1500.0,Diesel,Manual,6999.0,9,q4,19556.0,15840.0,4347.614117647059
BMW,7 Series,2003,Sedan,325000.0,3000.0,Diesel,Automatic,6900.0,19,q3,17105.0,61750.0,16708.823529411766
Hyundai,Santa FE,2007,Crossover,226706.0,2200.0,Diesel,Automatic,8000.0,15,q3,15114.0,34005.9,10668.517647058823
Honda,Civic,2007,Sedan,154000.0,1400.0,Hybrid,Automatic,5000.0,15,q1,10267.0,23100.0,4529.411764705882
Mercedes,GLE,2015,Crossover,108000.0,2143.0,Diesel,Automatic,34900.0,7,q3,15429.0,7560.0,10346.823529411764
Volkswagen,Vento,1993,Sedan,230000.0,1800.0,Petrol,Manual,1200.0,29,q1,7931.0,66700.0,3138.823529411765
Subaru,Rare,2007,Sedan,155000.0,2000.0,Petrol,Manual,5800.0,15,q2,10333.0,23250.0,5288.235294117647
Renault,Megane,2016,Universal,81900.0,1500.0,Diesel,Manual,8499.0,6,q2,13650.0,4914.0,1637.807294117647
Skoda,Rapid,2015,Sedan,155000.0,1400.0,Diesel,Manual,6700.0,7,q4,22143.0,10850.0,2850.7843137254904
Mercedes,E Class,2014,Sedan,170000.0,2163.0,Diesel,Automatic,19750.0,8,q4,21250.0,13600.0,10533.333333333334
Mercedes,C Class,1995,Sedan,220000.0,1800.0,Petrol,Automatic,3500.0,27,q1,8148.0,59400.0,8152.941176470588
Audi,A6,1996,Sedan,230000.0,2600.0,Petrol,Manual,5300.0,26,q1,8846.0,59800.0,12429.019607843138
Mercedes,E Class,2012,Sedan,230000.0,2200.0,Hybrid,Automatic,14300.0,10,q4,23000.0,23000.0,12898.039215686274
Mini,Rare,2013,Crossover,175000.0,1598.0,Petrol,Automatic,9750.0,9,q4,19444.0,15750.0,6022.058823529412
Chevrolet,Rare,2006,Universal,280000.0,2000.0,Diesel,Automatic,7600.0,16,q3,17500.0,44800.0,13352.156862745098
Skoda,Octavia,2014,Sedan,115000.0,1400.0,Petrol,Manual,9300.0,8,q2,14375.0,9200.0,3355.294117647059
Toyota,Rav 4,2016,SUV,180127.0,2500.0,Hybrid,Automatic,19999.0,6,q4,30021.0,10807.62,8476.14087764706
BMW,3 Series,1992,Sedan,230630.0,200.0,Petrol,Manual,2000.0,30,q1,7688.0,69189.0,5426.588235294118
Mitsubishi,Rare,2009,Minivan,145000.0,2000.0,Diesel,Manual,3800.0,13,q2,11154.0,18850.0,2809.0196078431372
Audi,A4,2016,Sedan,143500.0,1968.0,Diesel,Automatic,18999.0,6,q4,23917.0,8610.0,6414.956470588235
BMW,X3,2005,Crossover,21657.0,2000.0,Diesel,Manual,7700.0,17,q1,1274.0,3681.69,1111.726
Opel,Zafira,2011,Minivan,264000.0,1600.0,Metan/Propan,Manual,7900.0,11,q4,24000.0,29040.0,8996.70588235294
Mercedes,E Class,2014,Universal,213050.0,2200.0,Hybrid,Automatic,14000.0,8,q4,26631.0,17044.0,9357.490196078432
Porsche,Cayenne,2007,SUV,180000.0,3600.0,Petrol,Automatic,12000.0,15,q2,12000.0,27000.0,12705.882352941177
Volkswagen,Touran,2012,Minivan,184000.0,1600.0,Diesel,Manual,9800.0,10,q3,18400.0,18400.0,7071.3725490196075
Audi,A6,2002,Universal,412000.0,2500.0,Diesel,Automatic,5000.0,20,q4,20600.0,82400.0,16156.862745098038
Volkswagen,Passat,2011,Universal,167000.0,1400.0,Petrol,Manual,9400.0,11,q3,15182.0,18370.0,6771.686274509804
Subaru,Rare,2011,Universal,243630.0,2000.0,Diesel,Manual,6400.0,11,q4,22148.0,26799.3,6726.098823529412
Toyota,Auris,2014,Universal,155000.0,1800.0,Hybrid,Automatic,9800.0,8,q4,19375.0,12400.0,4765.490196078431
Volkswagen,Passat,2011,Universal,137053.0,1400.0,Petrol,Automatic,9400.0,11,q2,12459.0,15075.83,5557.364784313725
Renault,Scenic,2010,Hatchback,180000.0,1500.0,Diesel,Manual,4850.0,12,q3,15000.0,21600.0,4108.235294117647
Skoda,Octavia,2012,Minivan,220000.0,1400.0,Petrol,Manual,6400.0,10,q4,22000.0,22000.0,5521.568627450981
Toyota,Avensis,2009,Sedan,166000.0,2200.0,Diesel,Manual,5800.0,13,q2,12769.0,21580.0,4908.392156862745
Mercedes,Vito,2013,Minivan,122000.0,2200.0,Diesel,Manual,15500.0,9,q2,13556.0,10980.0,6674.117647058823
Renault,Rare,2012,Minivan,175000.0,1500.0,Diesel,Manual,4650.0,10,q3,17500.0,17500.0,3191.176470588235
Toyota,Yaris,2008,Hatchback,217000.0,998.0,Petrol,Manual,2550.0,14,q3,15500.0,30380.0,3038.0
Ford,Rare,2012,Pickup,260000.0,3500.0,Petrol,Automatic,19999.0,10,q4,26000.0,26000.0,20391.13725490196
Suzuki,Rare,2005,SUV,71000.0,1600.0,Petrol,Manual,2600.0,17,q1,4176.0,12070.0,1230.6666666666667
Volkswagen,Golf,2012,Hatchback,102000.0,2000.0,Petrol,Manual,9870.0,10,q1,10200.0,10200.0,3948.0
Audi,Q7,2016,SUV,95000.0,3000.0,Diesel,Automatic,57000.0,6,q3,15833.0,5700.0,12741.176470588236
Dodge,Rare,2009,Crossover,170000.0,2000.0,Diesel,Automatic,8500.0,13,q2,13077.0,22100.0,7366.666666666667
Honda,CR-V,2019,Crossover,39000.0,2000.0,Hybrid,Automatic,31900.0,3,q2,13000.0,1170.0,1463.6470588235295
Renault,Scenic,2004,Minivan,129586.0,1600.0,Metan/Propan,Automatic,1750.0,18,q1,7199.0,23325.48,1600.7682352941176
Nissan,Qashqai,2017,Crossover,146000.0,1500.0,Diesel,Manual,13499.0,5,q4,29200.0,7300.0,3864.4196078431373
Toyota,Auris,2010,Hatchback,103420.0,1800.0,Hybrid,Automatic,9000.0,12,q1,8618.0,12410.4,4380.141176470588
Nissan,Micra,2005,Hatchback,210000.0,1200.0,Petrol,Manual,3000.0,17,q2,12353.0,35700.0,4200.0
Jeep,Rare,1994,SUV,390000.0,2500.0,Metan/Propan,Manual,2600.0,28,q2,13929.0,109200.0,11134.117647058823
Nissan,Qashqai,2009,Crossover,210000.0,1500.0,Diesel,Manual,7100.0,13,q3,16154.0,27300.0,7601.176470588235
Skoda,Superb,2012,Sedan,168000.0,1800.0,Petrol,Automatic,9900.0,10,q3,16800.0,16800.0,6522.35294117647
Renault,Kadjar,2018,Crossover,11000.0,1200.0,Petrol,Automatic,15500.0,4,q1,2750.0,440.0,267.45098039215685
Mercedes,E Class,2006,Sedan,304000.0,2200.0,Diesel,Manual,8000.0,16,q4,19000.0,48640.0,15259.607843137255
Ford,Focus,2011,Sedan,125900.0,1600.0,Petrol,Automatic,6400.0,11,q2,11445.0,13849.0,3475.8274509803923
Renault,Megane,2013,Universal,220000.0,1500.0,Diesel,Manual,7100.0,9,q4,24444.0,19800.0,5512.941176470588
Renault,Grand Scenic,2011,Universal,2008.0,1500.0,Diesel,Manual,5850.0,11,q1,183.0,220.88,50.67247058823529
Honda,CR-V,2008,Universal,218000.0,2354.0,Metan/Propan,Automatic,9000.0,14,q3,15571.0,30520.0,10771.764705882353
Volkswagen,Sharan,2000,Microvan,220000.0,1900.0,Diesel,Manual,3500.0,22,q1,10000.0,48400.0,6643.137254901961
Honda,CR-V,2014,Crossover,197000.0,2200.0,Diesel,Manual,17500.0,8,q4,24625.0,15760.0,10815.686274509804
Volkswagen,Touran,2009,Minivan,215994.0,1400.0,Petrol,Automatic,7000.0,13,q3,16615.0,28079.22,7708.021176470588
Toyota,Corolla,2004,Universal,352713.0,1400.0,Diesel,Automatic,4300.0,18,q4,19595.0,63488.34,10705.87694117647
Renault,Laguna,2005,Sedan,200000.0,1598.0,Petrol,Manual,3000.0,17,q2,11765.0,34000.0,4000.0
Peugeot,Rare,2013,Sedan,170000.0,1200.0,Petrol,Manual,4999.0,9,q3,18889.0,15300.0,2999.4
Volkswagen,Golf,2010,Universal,171335.0,1400.0,Petrol,Automatic,7000.0,12,q2,14278.0,20560.2,5643.976470588235
Audi,A4,2013,Sedan,130000.0,2000.0,Petrol,Automatic,12400.0,9,q2,14444.0,11700.0,5689.411764705882
Volkswagen,Jetta,2013,Sedan,175000.0,1400.0,Hybrid,Automatic,8800.0,9,q4,19444.0,15750.0,5435.294117647059
Volkswagen,Golf,2013,Hatchback,142262.0,1400.0,Petrol,Manual,10400.0,9,q3,15807.0,12803.58,5221.852235294117
Opel,Rare,2003,Minivan,111111.0,2000.0,Metan/Propan,Manual,5500.0,19,q1,5848.0,21111.09,4553.372352941176
Opel,Astra,2005,Hatchback,25000.0,1400.0,Metan/Propan,Manual,3200.0,17,q1,1471.0,4250.0,533.3333333333334
Audi,Q5,2012,SUV,180280.0,2000.0,Hybrid,Automatic,17500.0,10,q3,18028.0,18028.0,12372.156862745098
Renault,Grand Scenic,2011,Minivan,170000.0,1500.0,Diesel,Manual,6100.0,11,q3,15455.0,18700.0,4473.333333333333
Audi,A4,2014,Sedan,85000.0,2000.0,Petrol,Automatic,13900.0,8,q2,10625.0,6800.0,3706.6666666666665
Land Rover,Rare,2015,Crossover,86100.0,2000.0,Petrol,Automatic,18300.0,7,q2,12300.0,6027.0,4325.2588235294115
Skoda,Superb,2013,Sedan,180000.0,2000.0,Diesel,Automatic,14800.0,9,q4,20000.0,16200.0,9402.35294117647
Volkswagen,Tiguan,2009,Crossover,111000.0,1984.0,Petrol,Automatic,9500.0,13,q1,8538.0,14430.0,5375.882352941177
Vaz,2121niva,2010,Hatchback,204692.0,1690.0,Metan/Propan,Manual,3000.0,12,q3,17058.0,24563.04,2889.769411764706
Volkswagen,Tiguan,2011,SUV,150000.0,2000.0,Diesel,Automatic,11000.0,11,q2,13636.0,16500.0,7117.64705882353
Renault,Rare,2004,Microvan,207350.0,2200.0,Diesel,Automatic,5800.0,18,q2,11519.0,37323.0,8489.152941176471
Volkswagen,Passat,2018,Sedan,69121.0,1390.0,Petrol,Automatic,17000.0,4,q3,17280.0,2764.84,1843.2266666666667
KIA,Sportage,2015,SUV,149722.0,1995.0,Diesel,Automatic,14750.0,7,q4,21389.0,10480.54,6062.273137254902
Renault,Grand Scenic,2005,Universal,200000.0,1490.0,Diesel,Manual,2800.0,17,q2,11765.0,34000.0,3733.3333333333335
Hyundai,Rare,2017,Sedan,107000.0,2999.0,Metan/Propan,Automatic,21500.0,5,q4,21400.0,5350.0,4510.78431372549
BMW,X5,2008,Universal,350000.0,3000.0,Diesel,Automatic,9300.0,14,q4,25000.0,49000.0,17870.58823529412
Suzuki,Rare,2007,SUV,200000.0,2000.0,Petrol,Manual,6500.0,15,q2,13333.0,30000.0,7647.058823529412
BMW,X3,2010,Crossover,258000.0,2000.0,Diesel,Automatic,14000.0,12,q4,21500.0,30960.0,16997.647058823528
Chevrolet,Rare,2012,Sedan,180000.0,1400.0,Plug-in Hybrid,Automatic,8900.0,10,q3,18000.0,18000.0,6282.35294117647
Volkswagen,Passat,2018,Sedan,65900.0,1400.0,Petrol,Manual,12500.0,4,q3,16475.0,2636.0,1292.1568627450981
Renault,Rare,2015,Crossover,167402.0,1461.0,Diesel,Automatic,10300.0,7,q4,23915.0,11718.14,4733.209490196078
Ford,Fusion,2010,Universal,63000.0,1400.0,Metan/Propan,Manual,5050.0,12,q1,5250.0,7560.0,1497.1764705882354
Renault,Rare,2013,Universal,184000.0,1500.0,Diesel,Manual,6500.0,9,q4,20444.0,16560.0,4221.176470588235
Lexus,NX Series,2015,SUV,115000.0,2449.0,Hybrid,Automatic,32500.0,7,q3,16429.0,8050.0,10259.803921568628
Volkswagen,Passat,2000,Universal,212749.0,1800.0,Petrol,Manual,700.0,22,q1,9670.0,46804.78,1284.8370980392158
BMW,X6,2014,SUV,122000.0,2996.0,Petrol,Automatic,36200.0,8,q3,15250.0,9760.0,13855.372549019608
BMW,X6,2012,Crossover,153000.0,4000.0,Diesel,Automatic,29400.0,10,q3,15300.0,15300.0,17640.0
Mercedes,Viano,2011,Minivan,196000.0,2196.0,Diesel,Automatic,17000.0,11,q3,17818.0,21560.0,14373.333333333334
BMW,Rare,2016,Hatchback,230000.0,1500.0,Diesel,Manual,10500.0,6,q4,38333.0,13800.0,5682.35294117647
Mini,Rare,2013,Crossover,175000.0,1600.0,Petrol,Automatic,9750.0,9,q4,19444.0,15750.0,6022.058823529412
Honda,CR-V,2020,Crossover,11500.0,1993.0,Hybrid,Automatic,33000.0,2,q1,5750.0,230.0,297.6470588235294
Ford,Fusion,2010,Crossover,167000.0,1400.0,Diesel,Manual,4850.0,12,q2,13917.0,20040.0,3811.529411764706
Toyota,Corolla,2008,Sedan,172000.0,1400.0,Petrol,Manual,5800.0,14,q2,12286.0,24080.0,5477.019607843137
Opel,Astra,2011,Universal,178000.0,1300.0,Diesel,Manual,6250.0,11,q3,16182.0,19580.0,4799.019607843137
Toyota,Rav 4,2013,SUV,200000.0,2200.0,Diesel,Automatic,18300.0,9,q4,22222.0,18000.0,12917.64705882353
Dacia,Lodgy,2013,Minivan,187000.0,1500.0,Diesel,Manual,6500.0,9,q4,20778.0,16830.0,4290.0
Dacia,Logan,2007,Universal,400000.0,1499.0,Metan/Propan,Manual,2100.0,15,q4,26667.0,60000.0,4941.176470588235
Dacia,Logan,2005,Sedan,197000.0,1400.0,Petrol,Manual,1300.0,17,q2,11588.0,33490.0,1707.3333333333333
Hyundai,Santa FE,2018,SUV,26029.0,2200.0,Diesel,Automatic,28000.0,4,q1,6507.0,1041.16,1143.2345098039218
Rare,Rare,1989,SUV,250000.0,2000.0,Metan/Propan,Manual,2300.0,33,q1,7576.0,82500.0,7441.176470588235
Toyota,Avensis,2009,Universal,218000.0,1998.0,Diesel,Manual,8700.0,13,q3,16769.0,28340.0,9668.941176470587
BMW,3 Series,2004,Sedan,290000.0,1800.0,Petrol,Manual,4600.0,18,q3,16111.0,52200.0,9416.470588235294
Mazda,Rare,2008,Minivan,111111.0,2000.0,Diesel,Manual,7300.0,14,q1,7936.0,15555.54,4453.154588235294
Mitsubishi,Outlander,2006,SUV,265000.0,2000.0,Petrol,Manual,3499.0,16,q3,16562.0,42400.0,5817.945098039216
Volkswagen,Polo,2000,Hatchback,265000.0,1200.0,Petrol,Manual,1950.0,22,q2,12045.0,58300.0,4458.235294117647
Hyundai,Tucson,2002,SUV,265000.0,2000.0,Petrol,Automatic,3499.0,20,q2,13250.0,53000.0,7272.431372549019
Dacia,Sandero,2006,Hatchback,15000.0,1500.0,Petrol,Manual,2199.0,16,q1,938.0,2400.0,206.96470588235294
KIA,Sorento,2011,SUV,247441.0,2200.0,Diesel,Manual,10800.0,11,q4,22495.0,27218.51,11527.839529411765
BMW,5 Series,2000,Sedan,285000.0,2000.0,Petrol,Manual,4000.0,22,q2,12955.0,62700.0,9835.29411764706
Vaz,Rare,1996,Minivan,109000.0,1500.0,Petrol,Manual,999.0,26,q1,4192.0,28340.0,1110.2611764705882
Rare,Rare,2008,SUV,189000.0,2500.0,Diesel,Manual,5300.0,14,q2,13500.0,26460.0,5499.529411764706
Toyota,Avensis,2009,Sedan,218000.0,1998.0,Diesel,Manual,8700.0,13,q3,16769.0,28340.0,9668.941176470587
Toyota,Land Cruiser,2013,SUV,180000.0,4500.0,Diesel,Automatic,32000.0,9,q4,20000.0,16200.0,20329.41176470588
Volkswagen,Caddy,2011,Minivan,120000.0,1600.0,Diesel,Manual,8100.0,11,q2,10909.0,13200.0,4192.941176470588
Opel,Rare,2012,Hatchback,111111.0,1400.0,Hybrid,Automatic,12500.0,10,q2,11111.0,11111.1,5446.617647058823
Peugeot,Rare,2010,Combi,160244.0,1400.0,Petrol,Manual,4800.0,12,q2,13354.0,19229.28,3619.6291764705884
Lexus,RX Series,2016,SUV,42000.0,1998.0,Petrol,Automatic,42000.0,6,q1,7000.0,2520.0,4150.588235294118
Subaru,Rare,2014,SUV,170450.0,200.0,Petrol,Automatic,12400.0,8,q4,21306.0,13636.0,6630.839215686275
Mercedes,S Class,1997,Sedan,540000.0,3500.0,Diesel,Automatic,3000.0,25,q4,21600.0,135000.0,15882.35294117647
Peugeot,Rare,1996,Minivan,230000.0,1900.0,Diesel,Manual,3400.0,26,q1,8846.0,59800.0,7973.333333333333
Mercedes,S Class,2006,Sedan,285000.0,3500.0,Petrol,Automatic,15700.0,16,q3,17812.0,45600.0,28075.29411764706
Toyota,Auris,2012,Hatchback,191000.0,1400.0,Metan/Propan,Manual,5900.0,10,q4,19100.0,19100.0,4419.21568627451
Volkswagen,Golf,2014,Hatchback,136212.0,1200.0,Petrol,Automatic,8199.0,8,q3,17026.0,10896.96,3503.693138823529
BMW,X6,2010,Crossover,500000.0,3000.0,Diesel,Automatic,18000.0,12,q4,41667.0,60000.0,42352.94117647059
Audi,A5,2012,Coupe,98074.0,2000.0,Petrol,Automatic,10499.0,10,q1,9807.0,9807.4,4037.9565725490193
Nissan,Primera,2003,Hatchback,235422.0,1900.0,Diesel,Manual,2850.0,19,q2,12391.0,44730.18,4999.255411764706
Audi,A6,2002,Sedan,377735.0,2500.0,Diesel,Automatic,3500.0,20,q3,18887.0,75547.0,10369.196078431372
Audi,A6,1994,Sedan,270000.0,2000.0,Petrol,Manual,2200.0,28,q1,9643.0,75600.0,6522.35294117647
Nissan,Almera,2001,Hatchback,285000.0,2198.0,Diesel,Manual,3100.0,21,q2,13571.0,59850.0,7275.882352941177
Audi,A6,2015,Sedan,52000.0,2000.0,Petrol,Automatic,20900.0,7,q1,7429.0,3640.0,2983.372549019608
Volkswagen,Passat,2006,Universal,248320.0,2000.0,Diesel,Automatic,4200.0,16,q3,15520.0,39731.2,6543.9623529411765
Vaz,Rare,1984,Sedan,86553.0,1450.0,Petrol,Manual,1200.0,38,q1,2278.0,32890.14,1547.7712941176471
Dacia,Logan,2005,Sedan,18400.0,1400.0,Metan/Propan,Manual,2500.0,17,q1,1082.0,3128.0,306.6666666666667
Toyota,Avensis,2004,Universal,300123.0,1800.0,Metan/Propan,Automatic,5299.0,18,q3,16674.0,54022.14,11226.012543529412
Nissan,Rare,1997,Sedan,458256.0,2000.0,Petrol,Automatic,2550.0,25,q3,18330.0,114564.0,11456.4
Mercedes,E Class,1996,Sedan,332000.0,2000.0,Petrol,Manual,3499.0,26,q2,12769.0,86320.0,11844.458039215686
Ssangyong,Rare,2006,SUV,203000.0,2700.0,Diesel,Automatic,6899.0,16,q2,12688.0,32480.0,8787.432156862746
Opel,Vectra,1992,Sedan,300000.0,1800.0,Metan/Propan,Manual,1300.0,30,q1,10000.0,90000.0,4588.235294117647
KIA,Rare,2003,Microvan,220000.0,2498.0,Diesel,Manual,1400.0,19,q2,11579.0,41800.0,2294.901960784314
Mercedes,E Class,2012,Sedan,53000.0,220.0,Diesel,Automatic,16500.0,10,q1,5300.0,5300.0,3429.4117647058824
Volkswagen,Passat,2002,Universal,495900.0,2000.0,Metan/Propan,Automatic,2850.0,20,q4,24795.0,99180.0,11084.823529411764
Toyota,Corolla,2008,Sedan,206000.0,1400.0,Petrol,Manual,5400.0,14,q3,14714.0,28840.0,6107.294117647059
Infiniti,Rare,2013,Sedan,142000.0,3000.0,Diesel,Automatic,8000.0,9,q3,15778.0,12780.0,4009.4117647058824
Lexus,CT Series,2013,Hatchback,125000.0,1789.0,Hybrid,Automatic,11800.0,9,q2,13889.0,11250.0,5205.882352941177
Dacia,Logan,2006,Sedan,266000.0,1390.0,Petrol,Manual,1600.0,16,q3,16625.0,42560.0,2670.4313725490197
Renault,Grand Scenic,2005,Minivan,333858.0,1461.0,Diesel,Manual,2600.0,17,q4,19639.0,56755.86,5786.872
Citroen,Berlingo,2008,Combi,276000.0,1868.0,Diesel,Manual,2300.0,14,q4,19714.0,38640.0,3485.176470588235
Mercedes,E Class,2017,Sedan,176000.0,2000.0,Diesel,Automatic,28999.0,5,q4,35200.0,8800.0,10007.498039215687
Renault,Megane,2011,Universal,221000.0,1500.0,Diesel,Automatic,6800.0,11,q4,20091.0,24310.0,6482.666666666667
Mercedes,Rare,2013,Sedan,108000.0,3000.0,Diesel,Automatic,26900.0,9,q2,12000.0,9720.0,10253.64705882353
Volkswagen,Passat,2011,Universal,274000.0,1968.0,Diesel,Manual,9300.0,11,q4,24909.0,30140.0,10992.235294117647
Toyota,Avensis,2003,Hatchback,221300.0,1998.0,Petrol,Manual,4700.0,19,q2,11647.0,42047.0,7749.839215686275
Dacia,Lodgy,2012,Minivan,17200.0,1500.0,Diesel,Manual,5600.0,10,q1,1720.0,1720.0,377.72549019607845
Volkswagen,Jetta,2013,Sedan,168000.0,1400.0,Hybrid,Automatic,8300.0,9,q3,18667.0,15120.0,4921.411764705882
Volkswagen,Caddy,2005,Minivan,208000.0,1968.0,Diesel,Manual,4500.0,17,q2,12235.0,35360.0,6240.0
BMW,5 Series,2005,Sedan,310000.0,2500.0,Diesel,Manual,7400.0,17,q3,18235.0,52700.0,15293.333333333334
Opel,Astra,2008,Universal,250000.0,1300.0,Diesel,Manual,4700.0,14,q3,17857.0,35000.0,6450.980392156863
Daewoo,Rare,2008,Universal,213456.0,1600.0,Petrol,Manual,600.0,14,q3,15247.0,29883.84,703.1491764705883
Hyundai,Santa FE,2015,SUV,200000.0,2200.0,Diesel,Automatic,17800.0,7,q4,28571.0,14000.0,9772.549019607843
Skoda,Fabia,2007,Universal,295000.0,1400.0,Metan/Propan,Manual,3500.0,15,q4,19667.0,44250.0,6073.529411764706
Skoda,Octavia,2010,Universal,206000.0,1400.0,Petrol,Automatic,6800.0,12,q3,17167.0,24720.0,6592.0
Volkswagen,Polo,2006,Hatchback,154265.0,1200.0,Petrol,Manual,3400.0,16,q1,9642.0,24682.4,3290.9866666666667
Hyundai,Santa FE,2017,SUV,175000.0,2200.0,Diesel,Automatic,23999.0,5,q4,35000.0,8750.0,8234.950980392157
Audi,A6,2000,Sedan,206000.0,2400.0,Petrol,Manual,3500.0,22,q1,9364.0,45320.0,6220.392156862745
Audi,A4,1995,Sedan,230000.0,1796.0,Metan/Propan,Manual,2600.0,27,q1,8519.0,62100.0,6331.764705882353
BMW,7 Series,2010,Sedan,175000.0,4395.0,Petrol,Automatic,21000.0,12,q3,14583.0,21000.0,17294.117647058825
Jeep,Rare,2002,SUV,271000.0,2700.0,Diesel,Automatic,4200.0,20,q2,13550.0,54200.0,8927.058823529413
Audi,A6,1997,Sedan,250000.0,2400.0,Petrol,Automatic,2550.0,25,q1,10000.0,62500.0,6250.0
Dodge,Rare,2004,Sedan,200000.0,2700.0,Metan/Propan,Automatic,3700.0,18,q2,11111.0,36000.0,5223.529411764706
Toyota,Corolla,2005,Hatchback,151000.0,1400.0,Diesel,Automatic,5500.0,17,q1,8882.0,25670.0,5536.666666666667
BMW,3 Series,2014,Sedan,84000.0,1598.0,Petrol,Manual,9700.0,8,q2,10500.0,6720.0,2556.235294117647
Renault,Megane,2014,Hatchback,200000.0,1461.0,Diesel,Manual,6300.0,8,q4,25000.0,16000.0,3952.9411764705883
Dacia,Sandero,2012,Crossover,200000.0,1461.0,Diesel,Manual,5200.0,10,q4,20000.0,20000.0,4078.4313725490197
Mercedes,E Class,2004,Universal,265400.0,2200.0,Diesel,Automatic,6888.0,18,q3,14744.0,47772.0,12904.060235294117
Renault,Megane,2013,Universal,197000.0,1461.0,Diesel,Manual,6700.0,9,q4,21889.0,17730.0,4658.470588235294
Ford,Rare,2007,Universal,240000.0,2000.0,Diesel,Manual,7200.0,15,q3,16000.0,36000.0,10164.70588235294
BMW,Rare,2016,Minivan,115000.0,1500.0,Diesel,Manual,10000.0,6,q4,19167.0,6900.0,2705.8823529411766
Hyundai,Santa FE,2017,SUV,13500.0,2000.0,Petrol,Automatic,19990.0,5,q1,2700.0,675.0,529.1470588235294
Land Rover,Freelander,2005,Crossover,270000.0,1951.0,Diesel,Manual,3400.0,17,q3,15882.0,45900.0,6120.0
Opel,Vectra,1994,Sedan,282537.0,1600.0,Petrol,Manual,1550.0,28,q1,10091.0,79110.36,4808.668941176471
Dacia,Logan,2007,Sedan,112800.0,1400.0,Metan/Propan,Manual,3250.0,15,q1,7520.0,16920.0,2156.470588235294
Volkswagen,Golf,2012,Universal,169000.0,1390.0,Petrol,Manual,7500.0,10,q3,16900.0,16900.0,4970.588235294118
Opel,Astra,1993,Universal,235000.0,1600.0,Petrol,Manual,1790.0,29,q1,8103.0,68150.0,4783.862745098039
Opel,Astra,1993,Hatchback,292000.0,1600.0,Petrol,Manual,1550.0,29,q1,10069.0,84680.0,5147.21568627451
Mercedes,Viano,2003,Minivan,250000.0,2200.0,Diesel,Automatic,9990.0,19,q2,13158.0,47500.0,18608.823529411766
Mercedes,E Class,2011,Sedan,131313.0,2200.0,Diesel,Automatic,20000.0,11,q2,11938.0,14444.43,11328.964705882352
Opel,Vectra,1994,Sedan,123456.0,2000.0,Petrol,Manual,1000.0,28,q1,4409.0,34567.68,1355.595294117647
Opel,Astra,1993,Universal,292000.0,1400.0,Petrol,Manual,1750.0,29,q1,10069.0,84680.0,5811.3725490196075
BMW,3 Series,2004,Sedan,320000.0,3000.0,Diesel,Automatic,6700.0,18,q3,17778.0,57600.0,15134.117647058823
Skoda,Fabia,2006,Universal,239000.0,1400.0,Diesel,Manual,4000.0,16,q3,14938.0,38240.0,5998.431372549019
Porsche,Cayenne,2013,SUV,180000.0,3000.0,Diesel,Automatic,31000.0,9,q4,20000.0,16200.0,19694.117647058825
Renault,Scenic,2010,Hatchback,199000.0,1500.0,Diesel,Automatic,6199.0,12,q3,16583.0,23880.0,5805.181176470588
Opel,Astra,1995,Universal,222222.0,1700.0,Diesel,Manual,800.0,27,q1,8230.0,59999.94,1882.3510588235295
Mercedes,E Class,2001,Sedan,250000.0,1998.0,Metan/Propan,Manual,5800.0,21,q2,11905.0,52500.0,11941.176470588236
Volkswagen,Golf,1998,Hatchback,300000.0,1589.0,Metan/Propan,Manual,2350.0,24,q2,12500.0,72000.0,6635.294117647059
Audi,A6,2002,Sedan,250000.0,1800.0,Metan/Propan,Manual,3750.0,20,q2,12500.0,50000.0,7352.941176470588
Opel,Astra,2000,Hatchback,245000.0,1600.0,Petrol,Manual,2850.0,22,q2,11136.0,53900.0,6024.117647058823
Nissan,Primera,1994,Sedan,245000.0,1600.0,Petrol,Manual,1700.0,28,q1,8750.0,68600.0,4573.333333333333
Mazda,Rare,2003,Minivan,180000.0,2000.0,Diesel,Manual,3250.0,19,q1,9474.0,34200.0,4358.823529411765
Honda,CR-V,2017,SUV,49500.0,1500.0,Petrol,Automatic,19500.0,5,q1,9900.0,2475.0,1892.6470588235295
Mitsubishi,Rare,1999,Minivan,190000.0,2351.0,Petrol,Manual,3500.0,23,q1,8261.0,43700.0,5998.0392156862745
Daewoo,Rare,2011,Sedan,170000.0,800.0,Metan/Propan,Manual,1450.0,11,q3,15455.0,18700.0,1063.3333333333333
